datum,produkt,volym,belopp
2016-08-18 14:31,95-oktan,13.50,215.32
2016-08-18 12:55,95-oktan,18.40,293.48
2016-08-18 11:46,95-oktan,23.76,378.97
2016-08-18 11:42,Diesel,10.00,157.50
2016-08-18 10:26,95-oktan,56.43,900.06
2016-08-18 09:23,Diesel,36.63,576.92
2016-08-17 19:31,95-oktan,16.57,264.29
2016-08-17 18:27,95-oktan,20.12,320.91
2016-08-17 17:06,95-oktan,13.29,211.98
2016-08-17 13:56,Diesel,0.00,0.00
2016-08-17 13:54,Diesel,0.00,0.00
2016-08-17 13:39,95-oktan,37.62,600.04
2016-08-17 12:29,95-oktan,13.51,215.48
2016-08-17 11:15,95-oktan,43.89,700.05
2016-08-17 10:39,95-oktan,37.62,600.04
2016-08-17 10:21,95-oktan,94.05,"1,500.10"
2016-08-17 10:12,95-oktan,46.22,737.21
2016-08-17 09:54,Diesel,47.34,745.60
2016-08-17 08:54,Diesel,30.34,477.86
2016-08-16 19:02,95-oktan,35.74,570.05
2016-08-16 17:49,95-oktan,20.51,327.13
2016-08-16 17:02,95-oktan,6.52,103.99
2016-08-16 16:48,Diesel,3.19,50.24
2016-08-16 16:45,Diesel,100.00,"1,575.00"
2016-08-16 16:34,95-oktan,20.65,329.37
2016-08-16 16:18,Diesel,9.86,155.30
2016-08-16 16:00,95-oktan,9.74,155.35
2016-08-16 14:15,95-oktan,5.49,87.57
2016-08-16 13:49,95-oktan,37.62,600.04
2016-08-16 13:26,95-oktan,21.78,347.39
2016-08-16 12:57,95-oktan,24.92,397.47
2016-08-16 12:41,95-oktan,10.06,160.46
2016-08-16 11:42,Diesel,10.29,162.07
2016-08-16 11:08,95-oktan,59.32,946.15
2016-08-16 10:52,Diesel,63.50,"1,000.12"
2016-08-16 09:03,Diesel,9.73,153.25
2016-08-15 17:59,95-oktan,5.02,80.07
2016-08-15 15:44,Diesel,38.10,600.08
2016-08-15 15:21,95-oktan,100.00,"1,595.00"
2016-08-15 14:36,Diesel,38.10,600.08
2016-08-15 14:31,95-oktan,62.70,"1,000.06"
2016-08-15 14:27,95-oktan,5.86,93.47
2016-08-15 14:19,95-oktan,62.70,"1,000.06"
2016-08-15 14:14,95-oktan,29.81,475.47
2016-08-15 13:40,95-oktan,37.62,600.04
2016-08-15 13:37,95-oktan,37.62,600.04
2016-08-15 13:14,95-oktan,28.94,461.59
2016-08-15 13:00,Diesel,33.61,529.36
2016-08-15 12:56,Diesel,63.50,"1,000.12"
2016-08-15 12:48,95-oktan,18.81,300.02
2016-08-15 12:39,95-oktan,18.81,300.02
2016-08-15 12:31,95-oktan,37.62,600.04
2016-08-15 12:20,95-oktan,10.75,171.46
2016-08-15 12:06,95-oktan,94.05,"1,500.10"
2016-08-15 11:15,Diesel,63.50,"1,000.12"
2016-08-15 11:11,Diesel,63.50,"1,000.12"
2016-08-15 09:35,95-oktan,37.24,593.98
2016-08-15 07:02,95-oktan,25.29,403.38
2016-08-14 18:53,95-oktan,7.22,115.16
2016-08-14 17:24,Diesel,38.10,600.08
2016-08-14 16:55,95-oktan,9.93,158.38
2016-08-14 16:38,95-oktan,17.86,284.87
2016-08-14 16:32,Diesel,38.10,600.08
2016-08-14 15:11,95-oktan,13.24,211.18
2016-08-14 14:37,95-oktan,94.05,"1,500.10"
2016-08-14 14:22,95-oktan,36.96,589.51
2016-08-14 14:01,95-oktan,13.17,210.06
2016-08-14 13:49,Diesel,100.00,"1,575.00"
2016-08-14 13:40,95-oktan,64.61,"1,030.53"
2016-08-14 12:39,95-oktan,12.93,206.23
2016-08-14 12:33,Diesel,21.05,331.54
2016-08-14 12:29,95-oktan,37.62,600.04
2016-08-14 11:57,95-oktan,100.00,"1,595.00"
2016-08-14 11:46,Diesel,50.70,798.52
2016-08-14 11:40,Diesel,37.91,597.08
2016-08-14 11:33,Diesel,15.11,237.98
2016-08-14 11:24,95-oktan,15.29,243.88
2016-08-14 10:55,Diesel,38.10,600.08
2016-08-14 10:51,Diesel,98.84,"1,556.73"
2016-08-14 10:46,Diesel,100.00,"1,575.00"
2016-08-14 10:42,Diesel,63.50,"1,000.12"
2016-08-14 10:21,Diesel,38.10,600.08
2016-08-14 10:14,Diesel,75.38,"1,187.24"
2016-08-14 10:00,Diesel,38.10,600.08
2016-08-14 09:12,Diesel,26.35,415.01
2016-08-13 14:52,Diesel,9.57,150.73
2016-08-13 14:48,Diesel,9.44,148.68
2016-08-13 14:40,Diesel,9.58,150.88
2016-08-13 14:15,95-oktan,11.56,184.38
2016-08-13 14:14,95-oktan,100.00,"1,595.00"
2016-08-13 12:42,Diesel,10.00,157.50
2016-08-13 12:29,Diesel,16.14,254.20
2016-08-12 14:54,Diesel,14.35,226.01
2016-08-12 12:27,95-oktan,2.45,39.08
2016-08-12 11:11,Diesel,89.76,"1,413.72"
2016-08-12 11:06,Diesel,100.00,"1,575.00"
2016-08-11 17:10,95-oktan,37.62,600.04
2016-08-11 16:54,95-oktan,19.96,318.36
2016-08-11 14:28,95-oktan,8.34,133.02
2016-08-11 14:19,95-oktan,11.57,184.54
2016-08-11 14:02,95-oktan,37.62,600.04
2016-08-11 13:49,95-oktan,37.62,600.04
2016-08-11 13:36,95-oktan,12.49,199.22
2016-08-11 13:25,95-oktan,27.18,433.52
2016-08-11 12:59,Diesel,8.73,137.50
2016-08-11 12:48,95-oktan,50.16,800.05
2016-08-11 12:43,95-oktan,83.49,"1,331.67"
2016-08-11 12:25,95-oktan,17.32,276.25
2016-08-11 12:12,Diesel,11.16,175.77
2016-08-11 11:57,95-oktan,5.39,85.97
2016-08-11 11:53,95-oktan,94.05,"1,500.10"
2016-08-11 10:49,Diesel,30.91,486.83
2016-08-11 10:33,95-oktan,27.14,432.88
2016-08-11 10:28,Diesel,36.76,578.97
2016-08-11 10:15,Diesel,34.43,542.27
2016-08-11 10:00,Diesel,6.86,108.04
2016-08-11 09:57,Diesel,38.10,600.08
2016-08-11 09:18,95-oktan,10.34,164.92
2016-08-11 08:38,Diesel,100.00,"1,575.00"
2016-08-11 08:10,95-oktan,49.74,793.35
2016-08-11 08:07,95-oktan,49.48,789.21
2016-08-10 17:45,Diesel,32.04,504.63
2016-08-10 17:17,Diesel,58.69,924.37
2016-08-10 16:43,Diesel,49.01,771.91
2016-08-10 16:10,Diesel,63.50,"1,000.12"
2016-08-10 16:07,Diesel,31.75,500.06
2016-08-10 15:55,95-oktan,97.47,"1,554.65"
2016-08-10 14:54,Diesel,20.42,321.62
2016-08-10 13:05,Diesel,9.97,157.03
2016-08-10 12:07,Diesel,19.86,312.80
2016-08-10 11:53,Diesel,6.27,98.75
2016-08-10 11:51,Diesel,19.26,303.34
2016-08-10 11:14,Diesel,0.00,0.00
2016-08-10 09:34,Diesel,0.00,0.00
2016-08-09 18:28,Diesel,24.42,384.62
2016-08-08 12:22,95-oktan,80.07,"1,277.12"
2016-08-08 11:04,95-oktan,80.05,"1,276.80"
2016-08-07 09:15,95-oktan,12.27,195.71
2016-08-07 09:07,95-oktan,50.70,808.66
2016-08-07 08:00,Diesel,63.50,"1,000.12"
2016-08-07 07:43,95-oktan,79.61,"1,269.78"
2016-08-07 06:48,Diesel,9.51,149.78
2016-08-05 20:40,95-oktan,10.39,165.72
2016-08-05 20:32,95-oktan,10.02,159.82
2016-08-05 20:30,95-oktan,18.81,300.02
2016-08-05 19:41,95-oktan,8.07,128.72
2016-08-05 18:45,Diesel,30.26,476.60
2016-08-05 18:17,95-oktan,10.23,163.17
2016-08-05 08:32,Diesel,38.10,600.08
2016-08-04 19:02,95-oktan,20.08,320.28
2016-08-04 18:45,Diesel,20.04,315.63
2016-08-03 18:22,95-oktan,18.30,291.88
2016-07-31 19:48,Diesel,7.96,125.37
2016-07-31 18:28,95-oktan,28.41,453.14
2016-07-30 08:41,95-oktan,0.27,4.31
2016-07-29 08:55,Diesel,100.00,"1,575.00"
2016-07-29 08:51,Diesel,100.00,"1,575.00"
2016-07-29 08:12,Diesel,100.00,"1,575.00"
2016-07-29 08:01,Diesel,38.10,600.08
2016-07-29 07:54,Diesel,38.10,600.08
2016-07-29 06:15,95-oktan,15.69,250.26
2016-07-28 21:41,95-oktan,12.54,200.01
2016-07-28 20:53,95-oktan,5.19,82.78
2016-07-28 18:29,95-oktan,26.85,428.26
2016-07-28 08:49,Diesel,9.87,155.45
2016-07-28 07:45,Diesel,100.00,"1,575.00"
2016-07-27 21:06,95-oktan,29.33,467.81
2016-07-27 21:01,95-oktan,62.70,"1,000.06"
2016-07-27 20:30,Diesel,3.38,53.24
2016-07-27 20:28,Diesel,100.00,"1,575.00"
2016-07-27 20:06,95-oktan,11.26,179.60
2016-07-27 19:45,95-oktan,12.07,192.52
2016-07-27 18:14,95-oktan,4.86,77.52
2016-07-27 18:10,95-oktan,14.30,228.08
2016-07-27 08:50,Diesel,5.58,87.88
2016-07-27 07:40,95-oktan,54.62,871.19
2016-07-26 20:58,95-oktan,37.62,600.04
2016-07-26 20:07,Diesel,10.09,158.92
2016-07-26 20:04,95-oktan,10.01,159.66
2016-07-26 20:03,95-oktan,12.50,199.38
2016-07-26 09:12,Diesel,35.86,564.80
2016-07-26 08:59,Diesel,27.05,426.04
2016-07-26 08:56,Diesel,95.24,"1,500.03"
2016-07-25 20:11,Diesel,100.00,"1,575.00"
2016-07-25 19:56,95-oktan,37.62,600.04
2016-07-25 18:47,95-oktan,27.40,437.03
2016-07-25 18:44,95-oktan,26.64,424.91
2016-07-25 08:31,Diesel,38.10,600.08
2016-07-25 07:00,Diesel,10.73,169.00
2016-07-24 21:08,95-oktan,34.40,548.68
2016-07-24 21:05,95-oktan,100.00,"1,595.00"
2016-07-24 19:55,95-oktan,37.62,600.04
2016-07-24 19:53,95-oktan,37.62,600.04
2016-07-24 19:47,95-oktan,44.22,705.31
2016-07-24 19:40,Diesel,6.35,100.01
2016-07-24 19:39,95-oktan,5.09,81.19
2016-07-24 19:38,Diesel,12.70,200.02
2016-07-24 19:16,95-oktan,37.62,600.04
2016-07-24 19:03,95-oktan,10.11,161.25
2016-07-24 18:57,Diesel,37.24,586.53
2016-07-24 18:47,95-oktan,36.87,588.08
2016-07-24 08:18,95-oktan,33.33,531.61
2016-07-24 08:04,95-oktan,18.40,293.48
2016-07-23 21:42,95-oktan,14.95,238.45
2016-07-23 21:24,95-oktan,7.73,123.29
2016-07-23 20:29,95-oktan,19.03,303.53
2016-07-23 20:02,95-oktan,18.66,297.63
2016-07-23 19:46,95-oktan,60.46,964.34
2016-07-23 19:30,95-oktan,37.62,600.04
2016-07-23 19:19,95-oktan,21.78,347.39
2016-07-23 19:12,95-oktan,43.96,701.16
2016-07-23 19:06,95-oktan,9.06,144.51
2016-07-23 18:48,95-oktan,11.93,190.28
2016-07-22 21:46,95-oktan,6.35,101.28
2016-07-22 21:09,95-oktan,31.85,508.01
2016-07-22 21:01,Diesel,100.00,"1,575.00"
2016-07-22 20:57,95-oktan,6.93,110.53
2016-07-22 20:56,Diesel,100.00,"1,575.00"
2016-07-22 20:42,95-oktan,14.60,232.87
2016-07-22 20:40,95-oktan,37.62,600.04
2016-07-22 20:08,95-oktan,5.02,80.07
2016-07-22 19:50,95-oktan,37.62,600.04
2016-07-22 19:25,Diesel,88.20,"1,389.15"
2016-07-22 19:15,95-oktan,18.66,297.63
2016-07-22 19:11,95-oktan,37.62,600.04
2016-07-22 19:06,95-oktan,7.30,116.44
2016-07-22 19:00,95-oktan,37.62,600.04
2016-07-22 18:46,95-oktan,6.09,97.14
2016-07-22 18:42,95-oktan,54.63,871.35
2016-07-22 08:44,Diesel,44.45,700.09
2016-07-22 08:20,95-oktan,37.62,600.04
2016-07-22 08:14,95-oktan,14.93,238.13
2016-07-22 08:05,95-oktan,24.90,397.16
2016-07-22 07:54,95-oktan,25.97,414.22
2016-07-22 06:52,Diesel,19.41,305.71
2016-07-21 21:07,95-oktan,18.81,300.02
2016-07-21 20:33,95-oktan,8.79,140.20
2016-07-21 20:30,95-oktan,67.45,"1,075.83"
2016-07-21 20:15,Diesel,7.71,121.43
2016-07-21 19:51,95-oktan,75.24,"1,200.08"
2016-07-21 19:43,95-oktan,11.07,176.57
2016-07-21 19:22,Diesel,38.10,600.08
2016-07-21 18:48,95-oktan,82.38,"1,313.96"
2016-07-20 20:58,95-oktan,7.33,116.91
2016-07-20 20:03,Diesel,80.33,"1,265.20"
2016-07-20 19:17,Diesel,19.60,308.70
2016-07-20 18:46,Diesel,100.00,"1,575.00"
2016-07-20 18:20,95-oktan,4.73,75.44
2016-07-20 07:30,Diesel,31.54,496.76
2016-07-19 18:28,95-oktan,4.30,68.58
2016-07-19 09:02,Diesel,10.14,159.70
2016-07-19 08:18,95-oktan,10.67,170.19
2016-07-18 21:18,95-oktan,27.75,442.61
2016-07-18 20:41,95-oktan,20.64,329.21
2016-07-18 20:20,95-oktan,50.16,800.05
2016-07-18 20:15,95-oktan,13.50,215.32
2016-07-18 20:05,95-oktan,9.81,156.47
2016-07-18 19:36,95-oktan,72.33,"1,153.66"
2016-07-18 19:05,95-oktan,6.23,99.37
2016-07-18 18:58,95-oktan,7.07,112.77
2016-07-18 18:44,95-oktan,8.69,138.61
2016-07-18 18:29,95-oktan,37.62,600.04
2016-07-17 18:52,Diesel,8.96,141.12
2016-07-16 18:26,95-oktan,14.63,233.35
2016-07-16 08:53,95-oktan,72.05,"1,149.20"
2016-07-16 08:48,95-oktan,62.70,"1,000.06"
2016-07-15 19:29,95-oktan,16.66,265.73
2016-07-15 08:13,Diesel,27.94,440.06
2016-07-14 19:55,95-oktan,36.50,582.18
2016-07-14 08:47,Diesel,24.15,380.36
2016-07-13 18:52,Diesel,15.11,237.98
2016-07-13 18:20,95-oktan,3.40,54.23
2016-07-13 18:06,95-oktan,6.27,100.01
2016-07-13 00:08,Diesel,8.74,137.66
2016-07-12 21:57,95-oktan,27.57,439.74
2016-07-12 09:07,Diesel,19.44,306.18
2016-07-12 08:08,Diesel,4.64,73.08
2016-07-12 08:06,Diesel,38.10,600.08
2016-07-11 20:11,95-oktan,21.78,347.39
2016-07-11 19:03,95-oktan,16.47,262.70
2016-07-11 18:28,95-oktan,37.62,600.04
2016-07-11 18:15,95-oktan,15.56,248.18
2016-07-11 18:02,95-oktan,94.05,"1,500.10"
2016-07-10 20:00,95-oktan,9.90,157.90
2016-07-10 19:27,Diesel,38.10,600.08
2016-07-10 19:24,Diesel,38.10,600.08
2016-07-09 20:07,Diesel,2.94,46.30
2016-07-09 18:46,95-oktan,37.62,600.04
2016-07-09 08:56,Diesel,46.06,725.44
2016-07-09 08:41,Diesel,10.23,161.12
2016-07-08 20:02,95-oktan,6.23,99.37
2016-07-08 19:35,Diesel,50.80,800.10
2016-07-08 19:28,Diesel,50.80,800.10
2016-07-08 19:06,95-oktan,2.57,40.99
2016-07-08 18:43,95-oktan,8.51,135.73
2016-07-08 18:30,95-oktan,11.94,190.44
2016-07-08 18:29,95-oktan,4.25,67.79
2016-07-08 08:32,Diesel,37.62,592.52
2016-07-07 21:32,95-oktan,13.36,213.09
2016-07-07 18:25,Diesel,10.01,157.66
2016-07-05 22:23,95-oktan,26.60,413.63
2016-07-05 21:59,Diesel,9.87,152.49
2016-07-05 21:52,Diesel,10.01,154.65
2016-07-05 21:45,Diesel,10.00,154.50
2016-07-05 19:37,95-oktan,19.50,303.22
2016-07-05 19:10,95-oktan,38.12,592.77
2016-07-05 18:37,95-oktan,11.50,178.82
2016-07-05 18:29,95-oktan,6.70,104.18
2016-07-05 17:04,95-oktan,4.29,66.71
2016-07-04 21:29,95-oktan,19.30,300.12
2016-07-04 20:05,95-oktan,31.73,493.40
2016-07-04 19:00,95-oktan,4.74,73.71
2016-07-04 18:34,Diesel,25.02,386.56
2016-07-04 09:28,95-oktan,5.79,90.03
2016-07-03 19:10,95-oktan,30.39,472.56
2016-07-02 18:07,95-oktan,5.85,90.97
2016-07-02 18:03,95-oktan,44.28,688.55
2016-07-02 16:37,95-oktan,77.18,"1,200.15"
2016-07-02 16:18,95-oktan,19.34,300.74
2016-07-02 12:34,95-oktan,6.29,97.81
2016-07-02 10:06,Diesel,64.73,"1,000.08"
2016-07-01 20:27,Diesel,38.84,600.08
2016-06-30 21:30,95-oktan,12.83,199.51
2016-06-30 18:44,Diesel,35.01,540.90
2016-06-30 18:16,95-oktan,23.20,360.76
2016-06-30 18:06,Diesel,10.21,157.74
2016-06-30 18:05,Diesel,0.00,0.00
2016-06-30 16:52,Diesel,11.00,169.95
2016-06-29 18:21,95-oktan,86.79,"1,349.58"
2016-06-29 17:13,Diesel,100.00,"1,545.00"
2016-06-29 17:09,Diesel,100.00,"1,545.00"
2016-06-29 16:56,95-oktan,0.92,14.31
2016-06-29 16:44,95-oktan,10.10,157.06
2016-06-29 16:41,95-oktan,4.16,64.69
2016-06-29 09:46,95-oktan,5.59,86.92
2016-06-29 08:28,Diesel,96.14,"1,485.36"
2016-06-29 08:24,Diesel,0.13,2.01
2016-06-29 08:01,95-oktan,32.23,501.18
2016-06-29 07:58,95-oktan,38.59,600.07
2016-06-28 18:54,95-oktan,38.59,600.07
2016-06-28 08:25,Diesel,97.09,"1,500.04"
2016-06-28 08:20,Diesel,100.00,"1,545.00"
2016-06-26 20:25,95-oktan,96.47,"1,500.11"
2016-06-26 20:20,95-oktan,38.59,600.07
2016-06-26 17:14,Diesel,100.00,"1,545.00"
2016-06-25 17:43,95-oktan,6.14,95.48
2016-06-25 17:41,95-oktan,22.23,345.68
2016-06-25 17:33,95-oktan,5.11,79.46
2016-06-25 17:28,95-oktan,7.63,118.65
2016-06-25 09:42,Diesel,94.93,"1,466.67"
2016-06-24 20:27,Diesel,18.70,288.92
2016-06-24 19:12,95-oktan,7.71,119.89
2016-06-24 18:09,95-oktan,7.64,118.80
2016-06-24 16:40,95-oktan,11.32,176.03
2016-06-24 16:32,95-oktan,51.45,800.05
2016-06-24 16:21,95-oktan,8.48,131.86
2016-06-24 09:33,95-oktan,32.23,501.18
2016-06-23 17:48,95-oktan,35.79,556.53
2016-06-23 11:40,Diesel,10.36,160.06
2016-06-23 11:36,Diesel,64.73,"1,000.08"
2016-06-22 15:26,95-oktan,8.90,138.40
2016-06-22 14:58,Diesel,100.00,"1,545.00"
2016-06-22 10:50,Diesel,97.09,"1,500.04"
2016-06-22 10:46,95-oktan,9.50,147.72
2016-06-21 17:56,95-oktan,4.49,69.82
2016-06-21 17:52,95-oktan,30.62,476.14
2016-06-21 17:47,95-oktan,2.23,34.68
2016-06-21 16:56,95-oktan,16.85,262.02
2016-06-21 15:12,95-oktan,38.10,592.46
2016-06-21 14:34,95-oktan,14.73,229.05
2016-06-21 13:15,Diesel,0.00,0.00
2016-06-21 13:15,95-oktan,10.11,157.21
2016-06-21 12:12,95-oktan,15.09,234.65
2016-06-21 10:28,Diesel,38.20,590.19
2016-06-20 12:50,Diesel,100.00,"1,545.00"
2016-06-20 12:45,Diesel,100.00,"1,545.00"
2016-06-20 10:57,Diesel,42.33,654.00
2016-06-19 17:49,Diesel,37.02,571.96
2016-06-19 17:45,Diesel,38.84,600.08
2016-06-19 10:47,95-oktan,80.08,"1,245.24"
2016-06-19 09:47,Diesel,28.78,444.65
2016-06-18 18:39,95-oktan,46.63,725.10
2016-06-18 18:26,Diesel,33.22,513.25
2016-06-18 17:02,Diesel,5.71,88.22
2016-06-18 16:28,Diesel,38.84,600.08
2016-06-18 15:29,95-oktan,64.31,"1,000.02"
2016-06-18 15:02,95-oktan,26.49,411.92
2016-06-18 12:05,95-oktan,38.59,600.07
2016-06-17 18:49,95-oktan,21.30,331.22
2016-06-17 18:35,95-oktan,20.84,324.06
2016-06-17 15:39,95-oktan,6.32,98.28
2016-06-17 13:55,95-oktan,100.00,"1,555.00"
2016-06-17 12:19,95-oktan,32.77,509.57
2016-06-17 11:22,Diesel,45.03,695.71
2016-06-17 11:04,95-oktan,64.31,"1,000.02"
2016-06-17 09:50,Diesel,18.75,289.69
2016-06-16 22:52,Diesel,23.43,361.99
2016-06-16 18:12,Diesel,100.00,"1,485.00"
2016-06-16 18:03,95-oktan,6.40,95.68
2016-06-16 16:17,95-oktan,9.20,137.54
2016-06-16 12:56,Diesel,40.41,600.09
2016-06-16 09:48,Diesel,40.41,600.09
2016-06-16 09:45,Diesel,67.34,"1,000.00"
2016-06-16 08:58,Diesel,100.00,"1,485.00"
2016-06-15 16:07,Diesel,10.10,149.98
2016-06-14 16:33,Diesel,10.04,149.09
2016-06-14 16:10,Diesel,15.00,222.75
2016-06-14 15:56,Diesel,33.67,500.00
2016-06-14 15:52,[Ingen produkt],0.00,0.00
2016-06-14 15:29,95-oktan,8.07,120.65
2016-06-14 14:56,95-oktan,18.74,280.16
2016-06-14 14:53,95-oktan,1.34,20.03
2016-06-14 11:06,Diesel,50.67,752.45
2016-06-14 10:16,Diesel,34.00,504.90
2016-06-14 10:07,95-oktan,30.00,448.50
2016-06-14 10:06,Diesel,100.00,"1,485.00"
2016-06-14 10:00,95-oktan,5.00,74.75
2016-06-14 09:14,Diesel,33.67,500.00
2016-06-13 16:24,95-oktan,8.51,127.22
2016-06-13 14:28,Diesel,17.56,260.77
2016-06-13 12:02,Diesel,20.57,305.46
2016-06-13 11:55,Diesel,23.13,343.48
2016-06-13 11:52,Diesel,100.00,"1,485.00"
2016-06-13 10:27,95-oktan,6.06,90.60
2016-06-12 19:47,Diesel,40.41,600.09
2016-06-12 16:45,Diesel,38.45,570.98
2016-06-12 15:22,95-oktan,52.12,779.19
2016-06-12 14:58,Diesel,9.87,146.57
2016-06-12 13:19,95-oktan,66.89,"1,000.01"
2016-06-12 13:14,Diesel,11.08,164.54
2016-06-12 12:46,Diesel,30.62,454.71
2016-06-12 12:31,95-oktan,29.92,447.30
2016-06-12 12:26,95-oktan,40.14,600.09
2016-06-12 12:23,95-oktan,66.89,"1,000.01"
2016-06-12 11:50,95-oktan,20.75,310.21
2016-06-12 11:42,95-oktan,11.95,178.65
2016-06-12 10:23,Diesel,55.85,829.37
2016-06-11 20:22,95-oktan,20.19,301.84
2016-06-11 18:55,95-oktan,20.19,301.84
2016-06-11 16:45,95-oktan,88.87,"1,328.61"
2016-06-11 16:23,Diesel,5.00,74.25
2016-06-11 15:39,95-oktan,23.66,353.72
2016-06-11 15:28,95-oktan,4.03,60.25
2016-06-11 14:51,95-oktan,6.04,90.30
2016-06-11 14:23,95-oktan,40.14,600.09
2016-06-11 13:56,95-oktan,40.14,600.09
2016-06-11 13:02,95-oktan,40.14,600.09
2016-06-11 12:49,Diesel,5.96,88.51
2016-06-11 12:47,Diesel,67.34,"1,000.00"
2016-06-11 12:44,95-oktan,94.84,"1,417.86"
2016-06-11 12:32,95-oktan,100.00,"1,495.00"
2016-06-11 12:19,Diesel,100.00,"1,485.00"
2016-06-11 11:53,Diesel,1.35,20.05
2016-06-11 10:59,Diesel,9.77,145.08
2016-06-11 10:54,95-oktan,17.50,261.62
2016-06-11 10:51,Diesel,7.31,108.55
2016-06-11 10:47,Diesel,10.91,162.01
2016-06-11 09:52,Diesel,100.00,"1,485.00"
2016-06-11 09:47,95-oktan,7.38,110.33
2016-06-10 13:21,95-oktan,8.31,124.23
2016-06-10 12:25,95-oktan,14.33,214.23
2016-06-10 09:51,Diesel,17.91,265.96
2016-06-09 20:53,95-oktan,40.14,600.09
2016-06-09 09:10,Diesel,87.20,"1,294.92"
2016-06-08 17:35,95-oktan,66.89,"1,000.01"
2016-06-08 13:24,95-oktan,39.79,594.86
2016-06-08 10:25,Diesel,40.41,600.09
2016-06-07 11:55,Diesel,21.79,323.58
2016-06-07 11:06,Diesel,20.11,298.63
2016-06-07 10:58,Diesel,0.00,0.00
2016-06-07 09:03,Diesel,22.94,340.66
2016-06-06 13:55,95-oktan,58.26,870.99
2016-06-06 13:42,95-oktan,49.12,734.34
2016-06-06 13:35,95-oktan,41.05,613.70
2016-06-06 12:22,95-oktan,40.14,600.09
2016-06-06 11:41,95-oktan,19.52,291.82
2016-06-06 11:06,95-oktan,40.14,600.09
2016-06-06 10:39,Diesel,23.72,352.24
2016-06-06 09:57,Diesel,30.86,458.27
2016-06-06 09:54,Diesel,40.41,600.09
2016-06-05 19:24,95-oktan,5.72,85.51
2016-06-05 18:43,95-oktan,75.37,"1,126.78"
2016-06-05 17:55,95-oktan,40.14,600.09
2016-06-05 17:20,95-oktan,66.89,"1,000.01"
2016-06-05 17:14,95-oktan,100.00,"1,495.00"
2016-06-05 16:45,95-oktan,40.14,600.09
2016-06-05 16:42,95-oktan,66.89,"1,000.01"
2016-06-05 16:22,95-oktan,40.14,600.09
2016-06-05 15:57,95-oktan,27.58,412.32
2016-06-05 15:28,95-oktan,38.58,576.77
2016-06-05 14:27,95-oktan,40.14,600.09
2016-06-05 13:47,95-oktan,46.83,700.11
2016-06-05 13:00,95-oktan,4.11,61.44
2016-06-05 12:45,95-oktan,19.24,287.64
2016-06-05 12:43,Diesel,0.00,0.00
2016-06-05 12:37,95-oktan,66.89,"1,000.01"
2016-06-05 12:31,95-oktan,66.89,"1,000.01"
2016-06-05 12:26,95-oktan,46.83,700.11
2016-06-05 12:15,Diesel,35.23,523.17
2016-06-05 12:08,95-oktan,20.72,309.76
2016-06-05 11:23,Diesel,40.41,600.09
2016-06-05 11:15,Diesel,9.57,142.11
2016-06-05 11:05,95-oktan,46.14,689.79
2016-06-05 11:02,95-oktan,100.00,"1,495.00"
2016-06-05 10:53,Diesel,40.41,600.09
2016-06-05 10:43,Diesel,82.21,"1,220.82"
2016-06-05 09:54,Diesel,22.68,336.80
2016-06-05 09:41,Diesel,40.41,600.09
2016-06-04 19:36,95-oktan,40.14,600.09
2016-06-04 19:11,95-oktan,76.08,"1,137.40"
2016-06-04 18:44,95-oktan,14.36,214.68
2016-06-04 17:52,Diesel,80.81,"1,200.03"
2016-06-04 17:44,95-oktan,66.89,"1,000.01"
2016-06-04 17:38,95-oktan,40.14,600.09
2016-06-04 17:11,95-oktan,40.14,600.09
2016-06-04 16:08,95-oktan,16.62,248.47
2016-06-04 16:05,95-oktan,40.14,600.09
2016-06-04 15:41,95-oktan,40.14,600.09
2016-06-04 15:12,95-oktan,13.55,202.57
2016-06-04 14:12,95-oktan,40.14,600.09
2016-06-04 14:03,95-oktan,26.80,400.66
2016-06-04 14:00,95-oktan,60.21,900.14
2016-06-04 13:56,95-oktan,40.14,600.09
2016-06-04 13:49,95-oktan,28.50,426.08
2016-06-04 13:29,95-oktan,13.52,202.12
2016-06-04 13:14,95-oktan,53.52,800.12
2016-06-04 13:08,95-oktan,0.00,0.00
2016-06-04 12:00,95-oktan,40.14,600.09
2016-06-04 11:55,95-oktan,100.00,"1,495.00"
2016-06-04 11:49,95-oktan,36.06,539.10
2016-06-04 11:46,95-oktan,66.89,"1,000.01"
2016-06-04 11:32,95-oktan,14.09,210.65
2016-06-04 11:15,95-oktan,100.00,"1,495.00"
2016-06-04 10:21,95-oktan,20.17,301.54
2016-06-03 21:40,95-oktan,40.14,600.09
2016-06-03 16:50,Diesel,100.00,"1,485.00"
2016-06-03 16:39,95-oktan,46.83,700.11
2016-06-03 16:36,95-oktan,46.83,700.11
2016-06-03 15:06,95-oktan,20.05,299.75
2016-06-03 15:00,95-oktan,40.14,600.09
2016-06-03 14:37,95-oktan,40.14,600.09
2016-06-03 11:41,Diesel,67.34,"1,000.00"
2016-06-03 08:47,Diesel,67.34,"1,000.00"
2016-06-03 08:42,Diesel,67.34,"1,000.00"
2016-06-02 17:09,Diesel,40.41,600.09
2016-06-02 17:05,Diesel,100.00,"1,485.00"
2016-06-02 16:28,95-oktan,25.80,385.71
2016-06-02 14:31,95-oktan,66.89,"1,000.01"
2016-06-02 08:05,95-oktan,0.00,0.00
2016-06-02 08:01,95-oktan,0.00,0.00
